N,P,K,temperature,humidity,ph,rainfall,label
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,4
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,4
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,4
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,4
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,4
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,4
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,4
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,4
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,4
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,4
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,4
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,4
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,4
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,4
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,4
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,4
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,4
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,4
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,4
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,4
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,4
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,4
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,4
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,4
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,4
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,4
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,4
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,4
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,4
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,4
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,4
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,4
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,4
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,4
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,4
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,4
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,4
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,4
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,4
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,4
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,4
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,4
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,4
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,4
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,4
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,4
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,4
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,4
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,4
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,4
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,4
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,4
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,4
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,4
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,4
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,4
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,4
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,4
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,4
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,4
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,4
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,4
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,4
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,4
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,9
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,9
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,9
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,9
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,9
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,9
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,9
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,9
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,9
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,9
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,9
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,9
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,9
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,9
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,9
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,9
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,9
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,9
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,9
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,9
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,9
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,9
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,9
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,9
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,9
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,9
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,9
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,9
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,9
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,9
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,9
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,9
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,9
7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,9
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,9
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,9
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,9
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,9
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,9
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,9
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,9
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,9
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,9
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,9
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,9
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,9
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,9
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,9
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,9
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,9
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,9
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,9
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,9
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,9
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,9
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,9
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,9
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,9
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,9
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,9
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,9
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,9
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,9
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,9
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,9
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,9
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,9
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,9
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,9
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,9
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,9
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,9
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,9
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,9
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,9
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,9
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,9
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,9
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,9
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,9
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,9
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,9
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,9
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,9
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,9
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,9
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,9
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,9
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,9
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,9
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,9
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,9
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,9
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,9
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,9
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,9
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,9
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,9
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,9
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,9
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,5
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,5
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,5
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,5
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,5
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,5
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,5
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,5
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,5
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,5
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,5
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,5
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,5
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,5
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,5
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,5
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,5
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,5
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,5
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,5
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,5
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,5
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,5
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,5
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,5
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,5
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,5
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,5
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,5
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,5
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,5
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,5
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,5
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,5
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,5
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,5
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,5
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,5
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,5
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,5
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,5
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,5
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,5
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,5
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,5
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,5
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,5
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,5
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,5
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,5
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,5
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,5
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,5
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,5
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,5
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,5
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,5
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,5
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,5
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,5
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,5
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,5
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,5
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,5
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,5
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,5
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,5
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,5
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,5
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,5
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,5
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,5
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,5
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,5
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,5
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,5
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,5
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,5
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,5
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,5
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,5
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,5
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,5
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,5
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,5
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,5
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,5
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,5
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,5
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,5
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,5
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,5
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,5
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,5
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,5
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,5
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,5
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,5
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,5
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,5
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,6
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,6
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,6
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,6
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,6
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,6
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,6
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,6
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,6
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,6
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,6
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,6
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,6
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,6
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,6
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,6
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,6
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,6
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,6
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,6
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,6
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,6
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,6
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,6
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,6
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,6
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,6
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,6
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,6
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,6
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,6
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,6
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,6
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,6
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,6
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,6
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,6
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,6
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,6
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,6
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,6
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,6
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,6
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,6
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,6
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,6
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,6
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,6
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,6
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,6
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,6
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,6
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,6
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,6
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,6
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,6
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,6
44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,6
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,6
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,6
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,6
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,6
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,6
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,6
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,6
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,6
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,6
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,6
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,6
42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,6
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,6
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,6
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,6
56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,6
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,6
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,6
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,6
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,6
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,6
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,6
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,6
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,6
41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,6
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,6
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,6
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,6
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,6
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,6
21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,6
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,6
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,6
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,6
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,6
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,6
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,6
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,6
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,6
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,6
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,6
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,7
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,7
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,7
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,7
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,7
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,7
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,7
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,7
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,7
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,7
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,7
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,7
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,7
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,7
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,7
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,7
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,7
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,7
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,7
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,7
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,7
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,7
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,7
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,7
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,7
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,7
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,7
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,7
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,7
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,7
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,7
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,7
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,7
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,7
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,7
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,7
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,7
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,7
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,7
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,7
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,7
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,7
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,7
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,7
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,7
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,7
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,7
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,7
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,7
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,7
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,7
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,7
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,7
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,7
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,7
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,7
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,7
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,7
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,7
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,7
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,7
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,7
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,7
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,7
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,7
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,7
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,7
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,7
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,7
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,7
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,7
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,7
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,7
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,7
